"STATISTIC","STATISTIC Label","TLIST(Q1)","Quarter","C03349V04063","Eircode Output","UNIT","VALUE"
"NDQ07","New Dwelling Completion","20132","2013Q2","A86","A86: Dunboyne","Number","1"
"NDQ07","New Dwelling Completion","20132","2013Q2","A91","A91: Dundalk","Number","61"
"NDQ07","New Dwelling Completion","20132","2013Q2","A92","A92: Drogheda","Number","21"
"NDQ07","New Dwelling Completion","20132","2013Q2","A94","A94: Blackrock","Number","0"
"NDQ07","New Dwelling Completion","20132","2013Q2","A96","A96: Glenageary","Number","11"
"NDQ07","New Dwelling Completion","20132","2013Q2","A98","A98: Bray","Number","9"
"NDQ07","New Dwelling Completion","20132","2013Q2","C15","C15: Navan","Number","19"
"NDQ07","New Dwelling Completion","20132","2013Q2","D01","D01: Dublin 1","Number","1"
"NDQ07","New Dwelling Completion","20132","2013Q2","D02","D02: Dublin 2","Number","1"
"NDQ07","New Dwelling Completion","20132","2013Q2","D03","D03: Dublin 3","Number","6"
"NDQ07","New Dwelling Completion","20132","2013Q2","D04","D04: Dublin 4","Number","5"
"NDQ07","New Dwelling Completion","20132","2013Q2","D05","D05: Dublin 5","Number","12"
"NDQ07","New Dwelling Completion","20132","2013Q2","D06","D06: Dublin 6","Number","1"
"NDQ07","New Dwelling Completion","20132","2013Q2","D07","D07: Dublin 7","Number","8"
"NDQ07","New Dwelling Completion","20132","2013Q2","D08","D08: Dublin 8","Number","65"
"NDQ07","New Dwelling Completion","20132","2013Q2","D09","D09: Dublin 9","Number","3"
"NDQ07","New Dwelling Completion","20132","2013Q2","D10","D10: Dublin 10","Number","0"
"NDQ07","New Dwelling Completion","20132","2013Q2","D11","D11: Dublin 11","Number","6"
"NDQ07","New Dwelling Completion","20132","2013Q2","D12","D12: Dublin 12","Number","1"
"NDQ07","New Dwelling Completion","20132","2013Q2","D13","D13: Dublin 13","Number","4"
"NDQ07","New Dwelling Completion","20132","2013Q2","D14","D14: Dublin 14","Number","2"
"NDQ07","New Dwelling Completion","20132","2013Q2","D15","D15: Dublin 15","Number","1"
"NDQ07","New Dwelling Completion","20132","2013Q2","D16","D16: Dublin 16","Number","2"
"NDQ07","New Dwelling Completion","20132","2013Q2","D17","D17: Dublin 17","Number","1"
"NDQ07","New Dwelling Completion","20132","2013Q2","D18","D18: Dublin 18","Number","8"
"NDQ07","New Dwelling Completion","20132","2013Q2","D20","D20: Dublin 20","Number","1"
"NDQ07","New Dwelling Completion","20132","2013Q2","D22","D22: Dublin 22","Number","0"
"NDQ07","New Dwelling Completion","20132","2013Q2","D24","D24: Dublin 24","Number","13"
"NDQ07","New Dwelling Completion","20132","2013Q2","D6W","D6W: Dublin 6W","Number","3"
"NDQ07","New Dwelling Completion","20132","2013Q2","E21","E21: Cahir","Number","1"
"NDQ07","New Dwelling Completion","20132","2013Q2","E25","E25: Cashel","Number","1"
"NDQ07","New Dwelling Completion","20132","2013Q2","E32","E32: Carrick-on-Suir","Number","2"
"NDQ07","New Dwelling Completion","20132","2013Q2","E34","E34: Tipperary","Number","5"
"NDQ07","New Dwelling Completion","20132","2013Q2","E41","E41: Thurles","Number","5"
"NDQ07","New Dwelling Completion","20132","2013Q2","E45","E45: Nenagh","Number","10"
"NDQ07","New Dwelling Completion","20132","2013Q2","E53","E53: Roscrea","Number","2"
"NDQ07","New Dwelling Completion","20132","2013Q2","E91","E91: Clonmel","Number","12"
"NDQ07","New Dwelling Completion","20132","2013Q2","F12","F12: Claremorris","Number","16"
"NDQ07","New Dwelling Completion","20132","2013Q2","F23","F23: Castlebar","Number","3"
"NDQ07","New Dwelling Completion","20132","2013Q2","F26","F26: Ballina","Number","17"
"NDQ07","New Dwelling Completion","20132","2013Q2","F28","F28: Westport","Number","9"
"NDQ07","New Dwelling Completion","20132","2013Q2","F31","F31: Ballinrobe","Number","1"
"NDQ07","New Dwelling Completion","20132","2013Q2","F35","F35: Ballyhaunis","Number","1"
"NDQ07","New Dwelling Completion","20132","2013Q2","F42","F42: Roscommon","Number","5"
"NDQ07","New Dwelling Completion","20132","2013Q2","F45","F45: Castlerea","Number","8"
"NDQ07","New Dwelling Completion","20132","2013Q2","F52","F52: Boyle","Number","5"
"NDQ07","New Dwelling Completion","20132","2013Q2","F56","F56: Ballymote","Number","2"
"NDQ07","New Dwelling Completion","20132","2013Q2","F91","F91: Sligo","Number","14"
"NDQ07","New Dwelling Completion","20132","2013Q2","F92","F92: Letterkenny","Number","21"
"NDQ07","New Dwelling Completion","20132","2013Q2","F93","F93: Lifford","Number","20"
"NDQ07","New Dwelling Completion","20132","2013Q2","F94","F94: Donegal","Number","18"
"NDQ07","New Dwelling Completion","20132","2013Q2","H12","H12: Cavan","Number","8"
"NDQ07","New Dwelling Completion","20132","2013Q2","H14","H14: Belturbet","Number","2"
"NDQ07","New Dwelling Completion","20132","2013Q2","H16","H16: Cootehill","Number","0"
"NDQ07","New Dwelling Completion","20132","2013Q2","H18","H18: Monaghan","Number","6"
"NDQ07","New Dwelling Completion","20132","2013Q2","H23","H23: Clones","Number","2"
"NDQ07","New Dwelling Completion","20132","2013Q2","H53","H53: Ballinasloe","Number","16"
"NDQ07","New Dwelling Completion","20132","2013Q2","H54","H54: Tuam","Number","8"
"NDQ07","New Dwelling Completion","20132","2013Q2","H62","H62: Loughrea","Number","2"
"NDQ07","New Dwelling Completion","20132","2013Q2","H65","H65: Athenry","Number","3"
"NDQ07","New Dwelling Completion","20132","2013Q2","H71","H71: Clifden","Number","0"
"NDQ07","New Dwelling Completion","20132","2013Q2","H91","H91: Galway","Number","59"
"NDQ07","New Dwelling Completion","20132","2013Q2","K32","K32: Balbriggan","Number","3"
"NDQ07","New Dwelling Completion","20132","2013Q2","K34","K34: Skerries","Number","4"
"NDQ07","New Dwelling Completion","20132","2013Q2","K36","K36: Malahide","Number","5"
"NDQ07","New Dwelling Completion","20132","2013Q2","K45","K45: Lusk","Number","2"
"NDQ07","New Dwelling Completion","20132","2013Q2","K56","K56: Rush","Number","5"
"NDQ07","New Dwelling Completion","20132","2013Q2","K67","K67: Swords","Number","0"
"NDQ07","New Dwelling Completion","20132","2013Q2","K78","K78: Lucan","Number","7"
"NDQ07","New Dwelling Completion","20132","2013Q2","N37","N37: Athlone","Number","7"
"NDQ07","New Dwelling Completion","20132","2013Q2","N39","N39: Longford","Number","7"
"NDQ07","New Dwelling Completion","20132","2013Q2","N41","N41: Carrick-on-Shannon","Number","6"
"NDQ07","New Dwelling Completion","20132","2013Q2","N91","N91: Mullingar","Number","15"
"NDQ07","New Dwelling Completion","20132","2013Q2","P12","P12: Macroom","Number","3"
"NDQ07","New Dwelling Completion","20132","2013Q2","P14","P14: Crookstown","Number","2"
"NDQ07","New Dwelling Completion","20132","2013Q2","P17","P17: Kinsale","Number","6"
"NDQ07","New Dwelling Completion","20132","2013Q2","P24","P24: Cobh","Number","0"
"NDQ07","New Dwelling Completion","20132","2013Q2","P25","P25: Midleton","Number","5"
"NDQ07","New Dwelling Completion","20132","2013Q2","P31","P31: Ballincollig","Number","5"
"NDQ07","New Dwelling Completion","20132","2013Q2","P32","P32: Rylane","Number","1"
"NDQ07","New Dwelling Completion","20132","2013Q2","P36","P36: Youghal","Number","1"
"NDQ07","New Dwelling Completion","20132","2013Q2","P43","P43: Carrigaline","Number","15"
"NDQ07","New Dwelling Completion","20132","2013Q2","P47","P47: Dunmanway","Number","5"
"NDQ07","New Dwelling Completion","20132","2013Q2","P51","P51: Mallow","Number","24"
"NDQ07","New Dwelling Completion","20132","2013Q2","P56","P56: Charleville","Number","3"
"NDQ07","New Dwelling Completion","20132","2013Q2","P61","P61: Fermoy","Number","4"
"NDQ07","New Dwelling Completion","20132","2013Q2","P67","P67: Mitchelstown","Number","0"
"NDQ07","New Dwelling Completion","20132","2013Q2","P72","P72: Bandon","Number","6"
"NDQ07","New Dwelling Completion","20132","2013Q2","P75","P75: Bantry","Number","5"
"NDQ07","New Dwelling Completion","20132","2013Q2","P81","P81: Skibbereen","Number","6"
"NDQ07","New Dwelling Completion","20132","2013Q2","P85","P85: Clonakilty","Number","7"
"NDQ07","New Dwelling Completion","20132","2013Q2","R14","R14: Athy","Number","3"
"NDQ07","New Dwelling Completion","20132","2013Q2","R21","R21: Mhuine Bheag","Number","2"
"NDQ07","New Dwelling Completion","20132","2013Q2","R32","R32: Portlaoise","Number","21"
"NDQ07","New Dwelling Completion","20132","2013Q2","R35","R35: Tullamore","Number","8"
"NDQ07","New Dwelling Completion","20132","2013Q2","R42","R42: Birr","Number","5"
"NDQ07","New Dwelling Completion","20132","2013Q2","R45","R45: Edenderry","Number","0"
"NDQ07","New Dwelling Completion","20132","2013Q2","R51","R51: Kildare","Number","3"
"NDQ07","New Dwelling Completion","20132","2013Q2","R56","R56: Curragh","Number","2"
"NDQ07","New Dwelling Completion","20132","2013Q2","R93","R93: Carlow","Number","8"
"NDQ07","New Dwelling Completion","20132","2013Q2","R95","R95: Kilkenny","Number","27"
"NDQ07","New Dwelling Completion","20132","2013Q2","T12","T12: Cork Southside","Number","9"
"NDQ07","New Dwelling Completion","20132","2013Q2","T23","T23: Cork Northside","Number","67"
"NDQ07","New Dwelling Completion","20132","2013Q2","T34","T34: Carrignavar","Number","0"
"NDQ07","New Dwelling Completion","20132","2013Q2","T45","T45: Glanmire","Number","1"
"NDQ07","New Dwelling Completion","20132","2013Q2","T56","T56: Watergrasshill","Number","2"
"NDQ07","New Dwelling Completion","20132","2013Q2","V14","V14: Shannon","Number","0"
"NDQ07","New Dwelling Completion","20132","2013Q2","V15","V15: Kilrush","Number","4"
"NDQ07","New Dwelling Completion","20132","2013Q2","V23","V23: Caherciveen","Number","4"
"NDQ07","New Dwelling Completion","20132","2013Q2","V31","V31: Listowel","Number","3"
"NDQ07","New Dwelling Completion","20132","2013Q2","V35","V35: Kilmallock","Number","4"
"NDQ07","New Dwelling Completion","20132","2013Q2","V42","V42: Newcastle West","Number","4"
"NDQ07","New Dwelling Completion","20132","2013Q2","V92","V92: Tralee","Number","16"
"NDQ07","New Dwelling Completion","20132","2013Q2","V93","V93: Killarney","Number","18"
"NDQ07","New Dwelling Completion","20132","2013Q2","V94","V94: Limerick","Number","37"
"NDQ07","New Dwelling Completion","20132","2013Q2","V95","V95: Ennis","Number","19"
"NDQ07","New Dwelling Completion","20132","2013Q2","W12","W12: Newbridge","Number","3"
"NDQ07","New Dwelling Completion","20132","2013Q2","W23","W23: Celbridge","Number","28"
"NDQ07","New Dwelling Completion","20132","2013Q2","W34","W34: Monasterevin","Number","0"
"NDQ07","New Dwelling Completion","20132","2013Q2","W91","W91: Naas","Number","29"
"NDQ07","New Dwelling Completion","20132","2013Q2","X35","X35: Dungarvan","Number","2"
"NDQ07","New Dwelling Completion","20132","2013Q2","X42","X42: Kilmacthomas","Number","3"
"NDQ07","New Dwelling Completion","20132","2013Q2","X91","X91: Waterford","Number","17"
"NDQ07","New Dwelling Completion","20132","2013Q2","Y14","Y14: Arklow","Number","4"
"NDQ07","New Dwelling Completion","20132","2013Q2","Y21","Y21: Enniscorthy","Number","14"
"NDQ07","New Dwelling Completion","20132","2013Q2","Y25","Y25: Gorey","Number","6"
"NDQ07","New Dwelling Completion","20132","2013Q2","Y34","Y34: New Ross","Number","8"
"NDQ07","New Dwelling Completion","20132","2013Q2","Y35","Y35: Wexford","Number","10"
"NDQ07","New Dwelling Completion","20133","2013Q3","-","All","Number","1033"
"NDQ07","New Dwelling Completion","20133","2013Q3","A41","A41: Ballyboughal","Number","4"
"NDQ07","New Dwelling Completion","20133","2013Q3","A42","A42: Garristown","Number","2"
"NDQ07","New Dwelling Completion","20133","2013Q3","A45","A45: Oldtown","Number","0"
"NDQ07","New Dwelling Completion","20133","2013Q3","A63","A63: Greystones","Number","11"
"NDQ07","New Dwelling Completion","20133","2013Q3","A67","A67: Wicklow","Number","6"
"NDQ07","New Dwelling Completion","20133","2013Q3","A75","A75: Castleblaney","Number","5"
"NDQ07","New Dwelling Completion","20133","2013Q3","A81","A81: Carrickmacross","Number","5"
"NDQ07","New Dwelling Completion","20133","2013Q3","A82","A82: Kells","Number","8"
"NDQ07","New Dwelling Completion","20133","2013Q3","A83","A83: Enfield","Number","5"
"NDQ07","New Dwelling Completion","20133","2013Q3","A84","A84: Ashbourne","Number","7"
"NDQ07","New Dwelling Completion","20133","2013Q3","A85","A85: Dunshaughlin","Number","1"
"NDQ07","New Dwelling Completion","20133","2013Q3","A86","A86: Dunboyne","Number","0"
"NDQ07","New Dwelling Completion","20133","2013Q3","A91","A91: Dundalk","Number","26"
"NDQ07","New Dwelling Completion","20133","2013Q3","A92","A92: Drogheda","Number","13"
"NDQ07","New Dwelling Completion","20133","2013Q3","A94","A94: Blackrock","Number","4"
"NDQ07","New Dwelling Completion","20133","2013Q3","A96","A96: Glenageary","Number","15"
"NDQ07","New Dwelling Completion","20133","2013Q3","A98","A98: Bray","Number","10"
"NDQ07","New Dwelling Completion","20133","2013Q3","C15","C15: Navan","Number","11"
"NDQ07","New Dwelling Completion","20133","2013Q3","D01","D01: Dublin 1","Number","7"
"NDQ07","New Dwelling Completion","20133","2013Q3","D02","D02: Dublin 2","Number","1"
"NDQ07","New Dwelling Completion","20133","2013Q3","D03","D03: Dublin 3","Number","5"
"NDQ07","New Dwelling Completion","20133","2013Q3","D04","D04: Dublin 4","Number","2"
"NDQ07","New Dwelling Completion","20133","2013Q3","D05","D05: Dublin 5","Number","3"
"NDQ07","New Dwelling Completion","20133","2013Q3","D06","D06: Dublin 6","Number","9"
"NDQ07","New Dwelling Completion","20133","2013Q3","D07","D07: Dublin 7","Number","6"
"NDQ07","New Dwelling Completion","20133","2013Q3","D08","D08: Dublin 8","Number","17"
"NDQ07","New Dwelling Completion","20133","2013Q3","D09","D09: Dublin 9","Number","1"
"NDQ07","New Dwelling Completion","20133","2013Q3","D10","D10: Dublin 10","Number","0"
"NDQ07","New Dwelling Completion","20133","2013Q3","D11","D11: Dublin 11","Number","5"
"NDQ07","New Dwelling Completion","20133","2013Q3","D12","D12: Dublin 12","Number","0"
"NDQ07","New Dwelling Completion","20133","2013Q3","D13","D13: Dublin 13","Number","4"
"NDQ07","New Dwelling Completion","20133","2013Q3","D14","D14: Dublin 14","Number","3"
"NDQ07","New Dwelling Completion","20133","2013Q3","D15","D15: Dublin 15","Number","8"
"NDQ07","New Dwelling Completion","20133","2013Q3","D16","D16: Dublin 16","Number","4"
"NDQ07","New Dwelling Completion","20133","2013Q3","D17","D17: Dublin 17","Number","0"
"NDQ07","New Dwelling Completion","20133","2013Q3","D18","D18: Dublin 18","Number","7"
"NDQ07","New Dwelling Completion","20133","2013Q3","D20","D20: Dublin 20","Number","0"
"NDQ07","New Dwelling Completion","20133","2013Q3","D22","D22: Dublin 22","Number","1"
"NDQ07","New Dwelling Completion","20133","2013Q3","D24","D24: Dublin 24","Number","24"
"NDQ07","New Dwelling Completion","20133","2013Q3","D6W","D6W: Dublin 6W","Number","1"
"NDQ07","New Dwelling Completion","20133","2013Q3","E21","E21: Cahir","Number","2"
"NDQ07","New Dwelling Completion","20133","2013Q3","E25","E25: Cashel","Number","2"
"NDQ07","New Dwelling Completion","20133","2013Q3","E32","E32: Carrick-on-Suir","Number","3"
"NDQ07","New Dwelling Completion","20133","2013Q3","E34","E34: Tipperary","Number","4"
"NDQ07","New Dwelling Completion","20133","2013Q3","E41","E41: Thurles","Number","5"
"NDQ07","New Dwelling Completion","20133","2013Q3","E45","E45: Nenagh","Number","7"
"NDQ07","New Dwelling Completion","20133","2013Q3","E53","E53: Roscrea","Number","1"
"NDQ07","New Dwelling Completion","20133","2013Q3","E91","E91: Clonmel","Number","7"
"NDQ07","New Dwelling Completion","20133","2013Q3","F12","F12: Claremorris","Number","6"
"NDQ07","New Dwelling Completion","20133","2013Q3","F23","F23: Castlebar","Number","11"
"NDQ07","New Dwelling Completion","20133","2013Q3","F26","F26: Ballina","Number","9"
"NDQ07","New Dwelling Completion","20133","2013Q3","F28","F28: Westport","Number","8"
"NDQ07","New Dwelling Completion","20133","2013Q3","F31","F31: Ballinrobe","Number","8"
"NDQ07","New Dwelling Completion","20133","2013Q3","F35","F35: Ballyhaunis","Number","4"
"NDQ07","New Dwelling Completion","20133","2013Q3","F42","F42: Roscommon","Number","9"
"NDQ07","New Dwelling Completion","20133","2013Q3","F45","F45: Castlerea","Number","6"
"NDQ07","New Dwelling Completion","20133","2013Q3","F52","F52: Boyle","Number","2"
"NDQ07","New Dwelling Completion","20133","2013Q3","F56","F56: Ballymote","Number","2"
"NDQ07","New Dwelling Completion","20133","2013Q3","F91","F91: Sligo","Number","18"
"NDQ07","New Dwelling Completion","20133","2013Q3","F92","F92: Letterkenny","Number","28"
"NDQ07","New Dwelling Completion","20133","2013Q3","F93","F93: Lifford","Number","16"
"NDQ07","New Dwelling Completion","20133","2013Q3","F94","F94: Donegal","Number","19"
"NDQ07","New Dwelling Completion","20133","2013Q3","H12","H12: Cavan","Number","4"
"NDQ07","New Dwelling Completion","20133","2013Q3","H14","H14: Belturbet","Number","2"
"NDQ07","New Dwelling Completion","20133","2013Q3","H16","H16: Cootehill","Number","1"
"NDQ07","New Dwelling Completion","20133","2013Q3","H18","H18: Monaghan","Number","12"
"NDQ07","New Dwelling Completion","20133","2013Q3","H23","H23: Clones","Number","0"
"NDQ07","New Dwelling Completion","20133","2013Q3","H53","H53: Ballinasloe","Number","11"
"NDQ07","New Dwelling Completion","20133","2013Q3","H54","H54: Tuam","Number","7"
"NDQ07","New Dwelling Completion","20133","2013Q3","H62","H62: Loughrea","Number","6"
"NDQ07","New Dwelling Completion","20133","2013Q3","H65","H65: Athenry","Number","1"
"NDQ07","New Dwelling Completion","20133","2013Q3","H71","H71: Clifden","Number","3"
"NDQ07","New Dwelling Completion","20133","2013Q3","H91","H91: Galway","Number","46"
"NDQ07","New Dwelling Completion","20133","2013Q3","K32","K32: Balbriggan","Number","18"
"NDQ07","New Dwelling Completion","20133","2013Q3","K34","K34: Skerries","Number","4"
"NDQ07","New Dwelling Completion","20133","2013Q3","K36","K36: Malahide","Number","13"
"NDQ07","New Dwelling Completion","20133","2013Q3","K45","K45: Lusk","Number","6"
"NDQ07","New Dwelling Completion","20133","2013Q3","K56","K56: Rush","Number","2"
"NDQ07","New Dwelling Completion","20133","2013Q3","K67","K67: Swords","Number","5"
"NDQ07","New Dwelling Completion","20133","2013Q3","K78","K78: Lucan","Number","2"
"NDQ07","New Dwelling Completion","20133","2013Q3","N37","N37: Athlone","Number","8"
"NDQ07","New Dwelling Completion","20133","2013Q3","N39","N39: Longford","Number","10"
"NDQ07","New Dwelling Completion","20133","2013Q3","N41","N41: Carrick-on-Shannon","Number","8"
"NDQ07","New Dwelling Completion","20133","2013Q3","N91","N91: Mullingar","Number","11"
"NDQ07","New Dwelling Completion","20133","2013Q3","P12","P12: Macroom","Number","10"
"NDQ07","New Dwelling Completion","20133","2013Q3","P14","P14: Crookstown","Number","0"
"NDQ07","New Dwelling Completion","20133","2013Q3","P17","P17: Kinsale","Number","4"
"NDQ07","New Dwelling Completion","20133","2013Q3","P24","P24: Cobh","Number","1"
"NDQ07","New Dwelling Completion","20133","2013Q3","P25","P25: Midleton","Number","7"
"NDQ07","New Dwelling Completion","20133","2013Q3","P31","P31: Ballincollig","Number","9"
"NDQ07","New Dwelling Completion","20133","2013Q3","P32","P32: Rylane","Number","1"
"NDQ07","New Dwelling Completion","20133","2013Q3","P36","P36: Youghal","Number","2"
"NDQ07","New Dwelling Completion","20133","2013Q3","P43","P43: Carrigaline","Number","5"
"NDQ07","New Dwelling Completion","20133","2013Q3","P47","P47: Dunmanway","Number","5"
"NDQ07","New Dwelling Completion","20133","2013Q3","P51","P51: Mallow","Number","15"
"NDQ07","New Dwelling Completion","20133","2013Q3","P56","P56: Charleville","Number","1"
"NDQ07","New Dwelling Completion","20133","2013Q3","P61","P61: Fermoy","Number","4"
"NDQ07","New Dwelling Completion","20133","2013Q3","P67","P67: Mitchelstown","Number","4"
"NDQ07","New Dwelling Completion","20133","2013Q3","P72","P72: Bandon","Number","4"
"NDQ07","New Dwelling Completion","20133","2013Q3","P75","P75: Bantry","Number","5"
"NDQ07","New Dwelling Completion","20133","2013Q3","P81","P81: Skibbereen","Number","5"
"NDQ07","New Dwelling Completion","20133","2013Q3","P85","P85: Clonakilty","Number","5"
"NDQ07","New Dwelling Completion","20133","2013Q3","R14","R14: Athy","Number","4"
"NDQ07","New Dwelling Completion","20133","2013Q3","R21","R21: Mhuine Bheag","Number","3"
"NDQ07","New Dwelling Completion","20133","2013Q3","R32","R32: Portlaoise","Number","18"
"NDQ07","New Dwelling Completion","20133","2013Q3","R35","R35: Tullamore","Number","3"
"NDQ07","New Dwelling Completion","20133","2013Q3","R42","R42: Birr","Number","5"
"NDQ07","New Dwelling Completion","20133","2013Q3","R45","R45: Edenderry","Number","1"
"NDQ07","New Dwelling Completion","20133","2013Q3","R51","R51: Kildare","Number","5"
"NDQ07","New Dwelling Completion","20133","2013Q3","R56","R56: Curragh","Number","3"
"NDQ07","New Dwelling Completion","20133","2013Q3","R93","R93: Carlow","Number","9"
"NDQ07","New Dwelling Completion","20133","2013Q3","R95","R95: Kilkenny","Number","24"
"NDQ07","New Dwelling Completion","20133","2013Q3","T12","T12: Cork Southside","Number","8"
"NDQ07","New Dwelling Completion","20133","2013Q3","T23","T23: Cork Northside","Number","14"
"NDQ07","New Dwelling Completion","20133","2013Q3","T34","T34: Carrignavar","Number","3"
"NDQ07","New Dwelling Completion","20133","2013Q3","T45","T45: Glanmire","Number","4"
"NDQ07","New Dwelling Completion","20133","2013Q3","T56","T56: Watergrasshill","Number","4"
"NDQ07","New Dwelling Completion","20133","2013Q3","V14","V14: Shannon","Number","0"
"NDQ07","New Dwelling Completion","20133","2013Q3","V15","V15: Kilrush","Number","3"
"NDQ07","New Dwelling Completion","20133","2013Q3","V23","V23: Caherciveen","Number","3"
"NDQ07","New Dwelling Completion","20133","2013Q3","V31","V31: Listowel","Number","2"
"NDQ07","New Dwelling Completion","20133","2013Q3","V35","V35: Kilmallock","Number","6"
"NDQ07","New Dwelling Completion","20133","2013Q3","V42","V42: Newcastle West","Number","3"
"NDQ07","New Dwelling Completion","20133","2013Q3","V92","V92: Tralee","Number","23"
"NDQ07","New Dwelling Completion","20133","2013Q3","V93","V93: Killarney","Number","25"
"NDQ07","New Dwelling Completion","20133","2013Q3","V94","V94: Limerick","Number","18"
"NDQ07","New Dwelling Completion","20133","2013Q3","V95","V95: Ennis","Number","16"
"NDQ07","New Dwelling Completion","20133","2013Q3","W12","W12: Newbridge","Number","2"
"NDQ07","New Dwelling Completion","20133","2013Q3","W23","W23: Celbridge","Number","19"
"NDQ07","New Dwelling Completion","20133","2013Q3","W34","W34: Monasterevin","Number","1"
"NDQ07","New Dwelling Completion","20133","2013Q3","W91","W91: Naas","Number","25"
"NDQ07","New Dwelling Completion","20133","2013Q3","X35","X35: Dungarvan","Number","4"
"NDQ07","New Dwelling Completion","20133","2013Q3","X42","X42: Kilmacthomas","Number","4"
"NDQ07","New Dwelling Completion","20133","2013Q3","X91","X91: Waterford","Number","18"
"NDQ07","New Dwelling Completion","20133","2013Q3","Y14","Y14: Arklow","Number","7"
"NDQ07","New Dwelling Completion","20133","2013Q3","Y21","Y21: Enniscorthy","Number","20"
"NDQ07","New Dwelling Completion","20133","2013Q3","Y25","Y25: Gorey","Number","20"
"NDQ07","New Dwelling Completion","20133","2013Q3","Y34","Y34: New Ross","Number","4"
"NDQ07","New Dwelling Completion","20133","2013Q3","Y35","Y35: Wexford","Number","17"
"NDQ07","New Dwelling Completion","20134","2013Q4","-","All","Number","1507"
"NDQ07","New Dwelling Completion","20134","2013Q4","A41","A41: Ballyboughal","Number","4"
"NDQ07","New Dwelling Completion","20134","2013Q4","A42","A42: Garristown","Number","1"
"NDQ07","New Dwelling Completion","20134","2013Q4","A45","A45: Oldtown","Number","0"
"NDQ07","New Dwelling Completion","20134","2013Q4","A63","A63: Greystones","Number","0"
"NDQ07","New Dwelling Completion","20134","2013Q4","A67","A67: Wicklow","Number","4"
"NDQ07","New Dwelling Completion","20134","2013Q4","A75","A75: Castleblaney","Number","18"
"NDQ07","New Dwelling Completion","20134","2013Q4","A81","A81: Carrickmacross","Number","8"
"NDQ07","New Dwelling Completion","20134","2013Q4","A82","A82: Kells","Number","15"
"NDQ07","New Dwelling Completion","20134","2013Q4","A83","A83: Enfield","Number","3"
"NDQ07","New Dwelling Completion","20134","2013Q4","A84","A84: Ashbourne","Number","11"
"NDQ07","New Dwelling Completion","20134","2013Q4","A85","A85: Dunshaughlin","Number","5"
"NDQ07","New Dwelling Completion","20134","2013Q4","A86","A86: Dunboyne","Number","0"
"NDQ07","New Dwelling Completion","20134","2013Q4","A91","A91: Dundalk","Number","19"
"NDQ07","New Dwelling Completion","20134","2013Q4","A92","A92: Drogheda","Number","26"
"NDQ07","New Dwelling Completion","20134","2013Q4","A94","A94: Blackrock","Number","0"
"NDQ07","New Dwelling Completion","20134","2013Q4","A96","A96: Glenageary","Number","7"
"NDQ07","New Dwelling Completion","20134","2013Q4","A98","A98: Bray","Number","10"
"NDQ07","New Dwelling Completion","20134","2013Q4","C15","C15: Navan","Number","18"
"NDQ07","New Dwelling Completion","20134","2013Q4","D01","D01: Dublin 1","Number","8"
"NDQ07","New Dwelling Completion","20134","2013Q4","D02","D02: Dublin 2","Number","0"
"NDQ07","New Dwelling Completion","20134","2013Q4","D03","D03: Dublin 3","Number","5"
"NDQ07","New Dwelling Completion","20134","2013Q4","D04","D04: Dublin 4","Number","1"
"NDQ07","New Dwelling Completion","20134","2013Q4","D05","D05: Dublin 5","Number","2"
"NDQ07","New Dwelling Completion","20134","2013Q4","D06","D06: Dublin 6","Number","9"
"NDQ07","New Dwelling Completion","20134","2013Q4","D07","D07: Dublin 7","Number","17"
"NDQ07","New Dwelling Completion","20134","2013Q4","D08","D08: Dublin 8","Number","4"
"NDQ07","New Dwelling Completion","20134","2013Q4","D09","D09: Dublin 9","Number","26"
"NDQ07","New Dwelling Completion","20134","2013Q4","D10","D10: Dublin 10","Number","0"
"NDQ07","New Dwelling Completion","20134","2013Q4","D11","D11: Dublin 11","Number","0"
"NDQ07","New Dwelling Completion","20134","2013Q4","D12","D12: Dublin 12","Number","5"
"NDQ07","New Dwelling Completion","20134","2013Q4","D13","D13: Dublin 13","Number","8"
"NDQ07","New Dwelling Completion","20134","2013Q4","D14","D14: Dublin 14","Number","4"
"NDQ07","New Dwelling Completion","20134","2013Q4","D15","D15: Dublin 15","Number","12"
"NDQ07","New Dwelling Completion","20134","2013Q4","D16","D16: Dublin 16","Number","2"
"NDQ07","New Dwelling Completion","20134","2013Q4","D17","D17: Dublin 17","Number","8"
"NDQ07","New Dwelling Completion","20134","2013Q4","D18","D18: Dublin 18","Number","120"
"NDQ07","New Dwelling Completion","20134","2013Q4","D20","D20: Dublin 20","Number","1"
"NDQ07","New Dwelling Completion","20134","2013Q4","D22","D22: Dublin 22","Number","4"
"NDQ07","New Dwelling Completion","20134","2013Q4","D24","D24: Dublin 24","Number","27"
"NDQ07","New Dwelling Completion","20134","2013Q4","D6W","D6W: Dublin 6W","Number","1"
"NDQ07","New Dwelling Completion","20134","2013Q4","E21","E21: Cahir","Number","6"
"NDQ07","New Dwelling Completion","20134","2013Q4","E25","E25: Cashel","Number","3"
"NDQ07","New Dwelling Completion","20134","2013Q4","E32","E32: Carrick-on-Suir","Number","5"
"NDQ07","New Dwelling Completion","20134","2013Q4","E34","E34: Tipperary","Number","5"
"NDQ07","New Dwelling Completion","20134","2013Q4","E41","E41: Thurles","Number","11"
"NDQ07","New Dwelling Completion","20134","2013Q4","E45","E45: Nenagh","Number","10"
